index,LIST_OF_WORDS,POS,NEG,POS_TAG
1603,आत्मतख्तापलट,0,1,a
1604,आत्मविनाशकारी,0,1,a
1605,आत्मआलोचना,0,1,a
1606,आत्मसमालोचना,0,1,a
1607,आदिष्टकरना,0,1,a
1608,आपत्तिजनक,0,1,a
1609,आपत्तियों,0,1,a
1610,आपत्ति,0,1,a
1611,आपदाओं,0,1,a
1612,आपदा,0,1,a
1613,आपराधिक,0,1,a
1614,आपातस्थिति,0,1,a
1615,आरोपों,0,1,a
1616,आरोप,0,1,a
1617,आरोपकरना,0,1,a
1618,आर्थिकतंगी,0,1,a
1619,आलसी,0,1,a
1620,आलोचकों,0,1,a
1621,आलोचक,0,1,a
1622,आलोचनाओं,0,1,a
1623,आलोचनात्मक,0,1,a
1624,आलोचना,0,1,a
1625,आवारा,0,1,a
1626,आवारालड़की,0,1,a
1627,आवेगपूर्ण,0,1,a
1628,आवेगपूर्वक,0,1,a
1629,आवेगी,0,1,a
1630,आशंकाओं,0,1,a
1631,आशरण,0,1,a
1632,आसीन,0,1,a
1633,आधसना,0,1,a
1634,इठलाना,0,1,a
1635,इठला,0,1,a
1636,इनकार,0,1,a
1637,इन्युएन्दो,0,1,a
1638,इलहाम,0,1,a
1639,इस्तीफा,0,1,a
1640,खंडनकरना,0,1,a
1641,ईजादकरना,0,1,a
1642,ईर्षालु,0,1,a
1643,ईर्ष्या,0,1,a
1644,ईशनिंदा,0,1,a
1645,उंगलियोंपरनचाना,0,1,a
1646,उकतानेवाला,0,1,a
1647,उकसानेवाला,0,1,a
1648,उखड़,0,1,a
1649,उगल,0,1,a
1650,उग्रतापूर्वक,0,1,a
1651,उग्रता,0,1,a
1652,उग्रवादी,0,1,a
1653,उग्र,0,1,a
1654,उग्ररूप,0,1,a
1655,उचकाना,0,1,a
1656,उचक्का,0,1,a
1657,उच्चकीमत,0,1,a
1658,उच्छृंखल,0,1,a
1659,उजड्डपन,0,1,a
1660,उजड्ड,0,1,a
1661,उजाड़ना,0,1,a
1662,उजाड़,0,1,a
1663,उतारना,0,1,a
1664,उतावलापन,0,1,a
1665,उत्पीड़कों,0,1,a
1666,उत्पीड़न,0,1,a
1667,उत्पीड़ित,0,1,a
1668,उथला,0,1,a
1669,उथलपुथल,0,1,a
1670,उदासीनता,0,1,a
1671,उदासीन,0,1,a
1672,उदासी,0,1,a
1673,उदास,0,1,a
1674,उदासहोना,0,1,a
1675,उद्दाम,0,1,a
1676,उद्धत,0,1,a
1677,उद्योगी,0,1,a
1678,उद्रेचक,0,1,a
1679,उद्विग्नता,0,1,a
1680,उद्वेग,0,1,a
1681,उन्मत्त,0,1,a
1682,उन्मत,0,1,a
1683,उन्माद,0,1,a
1684,उपदेशदेना,0,1,a
1685,उपद्रवी,0,1,a
1686,उपहासपूर्वक,0,1,a
1687,उपहासात्मक,0,1,a
1688,उपहास,0,1,a
1689,उपाध्यक्ष,0,1,a
1690,उपालंभ,0,1,a
1691,उपेक्षापूर्ण,0,1,a
1692,उपेक्षा,0,1,a
1693,उपेक्षित,0,1,a
1694,उपबराबर,0,1,a
1695,उबाऊ,0,1,a
1696,उबातेहुए,0,1,a
1697,उभयभाविका,0,1,a
1698,उभयभावी,0,1,a
1699,उमसदार,0,1,a
1700,उमेठना,0,1,a
1701,उलझन,0,1,a
1702,उलझाते,0,1,a
1703,उलझाना,0,1,a
1704,उलट,0,1,a
1705,उल्टा,0,1,a
1706,उल्टी,0,1,a
1707,उल्लंघन,0,1,a
1708,ऊटपटांग,0,1,a
1709,ऊबड़,0,1,a
1710,ऊबड़खाबड़,0,1,a
1711,ऊलजलूलबातें,0,1,a
1712,ऋण,0,1,a
1713,एकटक,0,1,a
1714,एकतरफ़ा,0,1,a
1715,एलर्जी,0,1,a
1716,ऐंठना,0,1,a
1717,ऐंठन,0,1,a
1718,ऐयाशी,0,1,a
1719,ओकाई,0,1,a
1720,ओढ़नी,0,1,a
1721,कंकाल,0,1,a
1722,कंगाल,0,1,a
1723,कंजूस,0,1,a
1724,कंपकंपी,0,1,a
1725,कंपन,0,1,a
1726,कजलाना,0,1,a
1727,कटकट,0,1,a
1728,कटाव,0,1,a
1729,कटुतापूर्वक,0,1,a
1730,कटुता,0,1,a
1731,कटु,0,1,a
1732,कटृटरता,0,1,a
1733,कट्टरता,0,1,a
1734,कट्टरपंथियों,0,1,a
1735,कट्टरपंथी,0,1,a
1736,कट्टरवाद,0,1,a
1737,कट्टरविरोधी,0,1,a
1738,कठपुतलियों,0,1,a
1739,कठपुतली,0,1,a
1740,कठिनाइयों,0,1,a
1741,कठिनाई,0,1,a
1742,कठिन,0,1,a
1743,कठोरतापूर्वक,0,1,a
1744,कठोरता,0,1,a
1745,कड़वा,0,1,a
1746,कड़ाही,0,1,a
1747,कडाई,0,1,a
1748,कत्लेआम,0,1,a
1749,कनखियों,0,1,a
1750,कपटपूर्ण,0,1,a
1751,कपटी,0,1,a
1752,कफन,0,1,a
1753,कबाड़,0,1,a
1754,कबूलकरना,0,1,a
1755,कमज़ोर,0,1,a
1756,कमजोरियों,0,1,a
1757,कमजोरी,0,1,a
1758,कमजोर,0,1,a
1759,कमबख्त,0,1,a
1760,कमियां,0,1,a
1761,कमियों,0,1,a
1762,कमीनों,0,1,a
1763,कमी,0,1,a
1764,कमअंदाज़ा,0,1,a
1765,कमआंका,0,1,a
1766,कमकरना,0,1,a
1767,कमरेटेड,0,1,a
1768,कमविकसित,0,1,a
1769,कयामत,0,1,a
1770,कराहना,0,1,a
1771,करुणाजनक,0,1,a
1772,करुणापूर्वक,0,1,a
1773,कर्कशा,0,1,a
1774,कर्कश,0,1,a
1775,कलंकतिकरना,0,1,a
1776,कलंकारोपणपूर्ण,0,1,a
1777,कलंकारोपणपूर्वक,0,1,a
1778,कलंकित,0,1,a
1779,कलंकी,0,1,a
1780,कलंक,0,1,a
1781,कलम,0,1,a
1782,कलह,0,1,a
1783,कष्टकरता,0,1,a
1784,कष्टदायी,0,1,a
1785,कष्टप्रद,0,1,a
1786,कष्ट,0,1,a
1787,कसक,0,1,a
1788,कसाईखाना,0,1,a
1789,कसाई,0,1,a
1790,कसूरवार,0,1,a
1791,क़ुलफ़ी,0,1,a
1792,कांटेदार,0,1,a
1793,कांपना,0,1,a
1794,काउंटर,0,1,a
1795,काटकर,0,1,a
1796,काटना,0,1,a
1797,काटू,0,1,a
1798,काट,0,1,a
1799,कातनेवाली,0,1,a
1800,कातिल,0,1,a
1801,काप,0,1,a
1802,काफिरों,0,1,a
1803,कामचोर,0,1,a
1804,बेकार,0,1,a
1805,कायरतापूर्वक,0,1,a
1806,कायरता,0,1,a
1807,कायर,0,1,a
1808,कारावास,0,1,a
1809,कालकोठरी,0,1,a
1810,कालापव्यय,0,1,a
1811,काल,0,1,a
1812,खंडन,0,1,a
1813,दुरुपयोग,0,1,a
1814,बलिदान,0,1,a
1815,किरकिरा,0,1,a
1816,कीचड़,0,1,a
1817,कीड़े,0,1,a
1818,कील,0,1,a
1819,धमकी,0,1,a
1820,निंदाकरता,0,1,a
1821,निंदाकरना,0,1,a
1822,शिकायत,0,1,a
1823,कुंठाओं,0,1,a
1824,कुंठा,0,1,a
1825,कुंठित,0,1,a
1826,कुंद,0,1,a
1827,कुख्यात,0,1,a
1828,कुचलना,0,1,a
1829,कुचल,0,1,a
1830,कुटिल,0,1,a
1831,कुड़कुड़ाना,0,1,a
1832,कुत्सित,0,1,a
1833,कुदाल,0,1,a
1834,कुपित,0,1,a
1835,कुप्रबन्ध,0,1,a
1836,कुमार्ग,0,1,a
1837,कुरता,0,1,a
1838,कुरूपता,0,1,a
1839,कुरूप,0,1,a
1840,कुलबुलाहट,0,1,a
1841,कृतघ्न,0,1,a
1842,कृतघ्नव्यक्ति,0,1,a
1843,कृतध्नता,0,1,a
1844,दुर्व्यवहार,0,1,a
1845,कैंसर,0,1,a
1846,कैदकरना,0,1,a
1847,कोड़ेसेमारना,0,1,a
1848,कोमलता,0,1,a
1849,कोलाहलमय,0,1,a
1850,कोलाहल,0,1,a
1851,कोसना,0,1,a
1852,कोसने,0,1,a
1853,खारिज,0,1,a
1854,गुमराह,0,1,a
1855,चकनाचूर,0,1,a
1856,चुनौती,0,1,a
1857,चोट,0,1,a
1858,ठेसपहुंचाना,0,1,a
1859,दबाने,0,1,a
1860,नजरअंदाज,0,1,a
1861,बर्बाद,0,1,a
1862,शरणदेने,0,1,a
1863,हतोत्साहित,0,1,a
1864,कौड़ेमारना,0,1,a
1865,क्रमशून्य,0,1,a
1866,क्रुद्ध,0,1,a
1867,क्रुद्धकरना,0,1,a
1868,क्रुद्धकरनेवाला,0,1,a
1869,क्रूरताओं,0,1,a
1870,क्रूरतापूर्ण,0,1,a
1871,क्रूरता,0,1,a
1872,क्रूर,0,1,a
1873,क्रोधित,0,1,a
1874,क्रोधी,0,1,a
1875,क्रोध,0,1,a
1876,क्लांत,0,1,a
1877,क्लिष्ट,0,1,a
1878,क्वथन,0,1,a
1879,क्षणभंगुर,0,1,a
1880,क्षतिग्रस्त,0,1,a
1881,क्षति,0,1,a
1882,क्षत,0,1,a
1883,क्षय,0,1,a
1884,क्षरण,0,1,a
1885,क्षीणतापूर्वक,0,1,a
1886,क्षीण,0,1,a
1887,क्षुद्र,0,1,a
1888,क्षुब्ध,0,1,a
1889,खंडहर,0,1,a
1890,खंडहरवाला,0,1,a
1891,खंडित,0,1,a
1892,खट्टा,0,1,a
1893,खट्टेपन,0,1,a
1894,खड़खड़,0,1,a
1895,खड़ी,0,1,a
1896,खड़े,0,1,a
1897,खतरनाक,0,1,a
1898,खतरा,0,1,a
1899,खतरों,0,1,a
1900,खदबदा,0,1,a
1901,खदेड़ना,0,1,a
1902,खदेड़ने,0,1,a
1903,खदेड़ा,0,1,a
1904,खराब,0,1,a
1905,खराबहो,0,1,a
1906,खरोंच,0,1,a
1907,खलबली,0,1,a
1908,खलाना,0,1,a
1909,खसोटना,0,1,a
1910,ख़तरा,0,1,a
1911,ख़तरेमेंडालना,0,1,a
1912,ख़फ़ा,0,1,a
1913,ख़राब,0,1,a
1914,ख़राबकरना,0,1,a
1915,ख़लबली,0,1,a
1916,ख़ारिज,0,1,a
1917,ख़ुदग़रज़ी,0,1,a
1918,खामियों,0,1,a
1919,खिजाते,0,1,a
1920,खिजाना,0,1,a
1921,खिजाने,0,1,a
1922,खिझाते,0,1,a
1923,खिन्नता,0,1,a
1924,खिन्न,0,1,a
1925,खिलवाड़,0,1,a
1926,खिल्लीउड़ाते,0,1,a
1927,खिल्ली,0,1,a
1928,खींचना,0,1,a
1929,खींचें,0,1,a
1930,खीझाना,0,1,a
1931,खुजली,0,1,a
1932,खुरखुरा,0,1,a
1933,खुरचना,0,1,a
1934,खुलेपन,0,1,a
1935,खूनबहना,0,1,a
1936,खूबजोरसेपीटना,0,1,a
1937,खेदजनक,0,1,a
1938,खेदपूर्वक,0,1,a
1939,खेदशून्य,0,1,a
1940,खेद,0,1,a
1941,खेदव्यक्त,0,1,a
1942,खोखला,0,1,a
1943,खोना,0,1,a
1944,खोया,0,1,a
1945,खोदेता,0,1,a
1946,खौलाना,0,1,a
1947,गंदगी,0,1,a
1948,गंदा,0,1,a
1949,गंदाकरना,0,1,a
1950,गंदे,0,1,a
1951,गंधक,0,1,a
1952,गंध,0,1,a
1953,गंभीरता,0,1,a
1954,गंभीर,0,1,a
1955,गंवाना,0,1,a
1956,गंवार,0,1,a
1957,गगनभेदी,0,1,a
1958,गटर,0,1,a
1959,गड़बड़ियों,0,1,a
1960,गड़बड़,0,1,a
1961,गड्ढा,0,1,a
1962,गढ़ना,0,1,a
1963,गढ़ा,0,1,a
1964,गतिरोघक,0,1,a
1965,गतिरोध,0,1,a
1966,गद्दारों,0,1,a
1967,गपशप,0,1,a
1968,गप्पी,0,1,a
1969,गप्प,0,1,a
1970,गमगीन,0,1,a
1971,गरज,0,1,a
1972,गरीब,0,1,a
1973,गर्भपात,0,1,a
1974,घमंड,0,1,a
1975,गलतफहमी,0,1,a
1976,गलतियों,0,1,a
1977,गलती,0,1,a
1978,गलत,0,1,a
1979,गलततरीके,0,1,a
1980,गलतधारणाओं,0,1,a
1981,गलतरूप,0,1,a
1982,गलतसमझना,0,1,a
1983,गलत समझा,0,1,a
1984,गलाना,0,1,a
1985,गलाघोंटकर,0,1,a
1986,गलाघोंटना,0,1,a
1987,ग़मगीन,0,1,a
1988,ग़लतफ़हमी,0,1,a
1989,ग़लती,0,1,a
1990,ग़लतीहोना,0,1,a
1991,ग़लत,0,1,a
1992,ग़लतबयान,0,1,a
1993,ग़लतव्याख्या,0,1,a
1994,ग़ुस्से,0,1,a
1995,गाँठदार,0,1,a
1996,गालियाँ,0,1,a
1997,गालियां,0,1,a
1998,गाली,0,1,a
1999,गालीगलौज,0,1,a
2000,गिरता,0,1,a
2001,गिरना,0,1,a
2002,गिरने,0,1,a
2003,गिरह,0,1,a
2004,गिरावट,0,1,a
2005,गिरा,0,1,a
2006,गिरगया,0,1,a
2007,गुंजन,0,1,a
2008,गुंडा,0,1,a
2009,गुट,0,1,a
2010,गुत्थी,0,1,a
2011,गुनगुना,0,1,a
2012,गुप्त,0,1,a
2013,गुफा,0,1,a
2014,गुर्राना,0,1,a
2015,गुस्ताख़ी,0,1,a
2016,गुस्ताख,0,1,a
2017,गुस्सा,0,1,a
2018,गुस्सादिलाना,0,1,a
2019,गुस्से,0,1,a
2020,गूंज,0,1,a
2021,गैरविश्वास,0,1,a
2022,गै़रजिम्मेदारी,0,1,a
2023,गोलमाल,0,1,a
2024,ग्रन्थिल,0,1,a
2025,ग्रस्त,0,1,a
2026,ग्लानि,0,1,a
2027,घटती,0,1,a
2028,घटाना,0,1,a
2029,घटिया,0,1,a
2030,घना,0,1,a
2031,घपला,0,1,a
2032,घबड़ाना,0,1,a
2033,घबड़ाया,0,1,a
2034,घबड़ा,0,1,a
2035,घबराना,0,1,a
2036,घबराया,0,1,a
2037,घबराहट,0,1,a
2038,घबरा,0,1,a
2039,घमंडी,0,1,a
2040,घर्षण,0,1,a
2041,घसीटा,0,1,a
2042,घातक,0,1,a
2043,घात,0,1,a
2044,घायल,0,1,a
2045,घाव,0,1,a
2046,घिनोनापन,0,1,a
2047,घिनौना,0,1,a
2048,घुड़कना,0,1,a
2049,घुसपैठिया,0,1,a
2050,घुसपैठियों,0,1,a
2051,घुसपैठ,0,1,a
2052,घूमना,0,1,a
2053,घूरते,0,1,a
2054,घृणात्मक,0,1,a
2055,घृणामयता,0,1,a
2056,घृणास्पद,0,1,a
2057,घृणा,0,1,a
2058,घृणित,0,1,a
2059,घृणोत्पादकता,0,1,a
2060,घेरना,0,1,a
2061,घेराबंदी,0,1,a
2062,घेरलेना,0,1,a
2063,घोटाला,0,1,a
2064,घोटाले,0,1,a
2065,घोटालों,0,1,a
2066,घोलनेवाला,0,1,a
2067,चकमा,0,1,a
2068,चक्कर,0,1,a
2069,चरचरानेवाला,0,1,a
2070,चरमराहट,0,1,a
2071,चरमहराहट,0,1,a
2072,चर्चा हुई,0,1,a
2073,चाकू,0,1,a
2074,चाटूकारी,0,1,a
2075,चापलूसी,0,1,a
2076,चारपाई,0,1,a
2077,चालबाज़ियों,0,1,a
2078,चिंताओं,0,1,a
2079,चिंताजनक,0,1,a
2080,चिंताप्रद,0,1,a
2081,चिंता,0,1,a
2082,चिंतित,0,1,a
2083,चिकनाई,0,1,a
2084,चिड़चिड़पन,0,1,a
2085,चिड़चिड़ा,0,1,a
2086,चिढ़ाते,0,1,a
2087,चिढ़ाना,0,1,a
2088,चिपचिपा,0,1,a
2089,चिल्लाहट,0,1,a
2090,चिल्ला,0,1,a
2091,चीखते,0,1,a
2092,चीख़,0,1,a
2093,चीरना,0,1,a
2094,चीर,0,1,a
2095,चुंगी,0,1,a
2096,चुगली,0,1,a
2097,चुटकी,0,1,a
2098,चुड़ैल,0,1,a
2099,चुनौतीपूर्ण,0,1,a
2100,चुभता,0,1,a
2101,चुभने,0,1,a
2102,चुभन,0,1,a
2103,चुराना,0,1,a
2104,चुराया,0,1,a
2105,चूकें,0,1,a
2106,चूक,0,1,a
2107,चूतड़,0,1,a
2108,चूसना,0,1,a
2109,चूसा,0,1,a
2110,चेतावनी,0,1,a
2111,चोरी,0,1,a
2112,चौंक,0,1,a
2113,छलकपट,0,1,a
2114,छली,0,1,a
2115,छल,0,1,a
2116,छाला,0,1,a
2117,छिटपुट,0,1,a
2118,छितरानेवाला,0,1,a
2119,छिपकर,0,1,a
2120,छिप,0,1,a
2121,छींटे,0,1,a
2122,छेड़छाड़,0,1,a
2123,छेड़ना,0,1,a
2124,छेद,0,1,a
2125,छोटा,0,1,a
2126,छोड़ना,0,1,a
2127,जंगली,0,1,a
2128,जंगी,0,1,a
2129,जंग,0,1,a
2130,जख्म,0,1,a
2131,जघन्य,0,1,a
2132,जटिलता,0,1,a
2133,जटिल,0,1,a
2134,जड़मति,0,1,a
2135,जड़वत,0,1,a
2136,जड़सेउखाड़ना,0,1,a
2137,जमाव,0,1,a
2138,जमेहुए,0,1,a
2139,जराग्रस्त,0,1,a
2140,जर्जर,0,1,a
2141,जर्द,0,1,a
2142,जलन,0,1,a
2143,जलातेहुए,0,1,a
2144,जलाना,0,1,a
2145,जलादिया,0,1,a
2146,जल्दी,0,1,a
2147,जहरीला,0,1,a
2148,जहरीलेपन,0,1,a
2149,जहर,0,1,a
2150,ज़ंगखाया,0,1,a
2151,ज़ख़मी,0,1,a
2152,ज़बरदस्त,0,1,a
2153,ज़िद,0,1,a
2154,जातिवाद,0,1,a
2155,जाला,0,1,a
2156,जालिम,0,1,a
2157,जाल,0,1,a
2158,जिद्दी,0,1,a
2159,जिदकरना,0,1,a
2160,जीर्णशीर्ण,0,1,a
2161,जुनूनी,0,1,a
2162,जेल,0,1,a
2163,जोखिम,0,1,a
2164,झंकार,0,1,a
2165,झंझट,0,1,a
2166,झक्की,0,1,a
2167,झगड़ना,0,1,a
2168,झगड़ालूपन,0,1,a
2169,झगड़ालू,0,1,a
2170,झगड़ा,0,1,a
2171,झगड़े,0,1,a
2172,झटका,0,1,a
2173,झटकेदार,0,1,a
2174,झल्लाहट,0,1,a
2175,झल्ला,0,1,a
2176,झिड़कना,0,1,a
2177,झिड़कीदेना,0,1,a
2178,झिलमिलाहट,0,1,a
2179,झुंझलाहट,0,1,a
2180,झुकाहुआ,0,1,a
2181,झुठलाना,0,1,a
2182,झुठा,0,1,a
2183,झुनझुने,0,1,a
2184,झुरना,0,1,a
2185,झुर्रियाँ,0,1,a
2186,झुर्रियों,0,1,a
2187,झुलसानेवाला,0,1,a
2188,झूठमूठ,0,1,a
2189,झूठा,0,1,a
2190,झूठाआपेक्ष,0,1,a
2191,झूठे,0,1,a
2192,झूठ,0,1,a
2193,झूठकरनेवाला,0,1,a
2194,झूठबोलना,0,1,a
2195,झूठबोला,0,1,a
2196,टंटा,0,1,a
2197,टकराना,0,1,a
2198,टकराव,0,1,a
2199,टक्कर,0,1,a
2200,टटोलना,0,1,a
2201,टपकाव,0,1,a
2202,टाउट,0,1,a
2203,टिका,0,1,a
2204,टुकड़ेटुकड़ेकरना,0,1,a
2205,टूटता,0,1,a
2206,टूटना,0,1,a
2207,टूटा,0,1,a
2208,टूटादिल,0,1,a
2209,टूटाफूटा,0,1,a
2210,टूटजाना,0,1,a
2211,टैंक,0,1,a
2212,टोल,0,1,a
2213,ठगना,0,1,a
2214,ठगी,0,1,a
2215,ठहराव,0,1,a
2216,ठुकराना,0,1,a
2217,ठोकर,0,1,a
2218,ठोकरखाई,0,1,a
2219,डकैत,0,1,a
2220,डरपोक,0,1,a
2221,डराना,0,1,a
2222,डरावना,0,1,a
2223,डरावनी,0,1,a
2224,डर,0,1,a
2225,डांटा,0,1,a
2226,डांट,0,1,a
2227,डाह,0,1,a
2228,डिमागधोना,0,1,a
2229,डींगवाला,0,1,a
2230,डींगहांकनेवाला,0,1,a
2231,डूबता,0,1,a
2232,डूबा,0,1,a
2233,डूब,0,1,a
2234,डॉटना,0,1,a
2235,ड्रॉपआउट,0,1,a
2236,बहिष्कार,0,1,a
2237,ढलते,0,1,a
2238,ढलान,0,1,a
2239,ढहते,0,1,a
2240,ढहजाना,0,1,a
2241,ढांकना,0,1,a
2242,ढिलाई,0,1,a
2243,ढीठपन,0,1,a
2244,ढीलाता,0,1,a
2245,ढीला,0,1,a
2246,ढेर,0,1,a
2247,ढेलेदार,0,1,a
2248,ढोंगी,0,1,a
2249,ढोंगकरना,0,1,a
2250,तंग,0,1,a
2251,तकरार,0,1,a
2252,तड़पना,0,1,a
2253,तड़पाना,0,1,a
2254,तड़पा,0,1,a
2255,तनावपूर्ण,0,1,a
2256,तनाव,0,1,a
2257,तबदीली,0,1,a
2258,तबाही,0,1,a
2259,तबाह,0,1,a
2260,तरसते,0,1,a
2261,तर्कहीनता,0,1,a
2262,तर्कहीन,0,1,a
2263,तलाहुआ,0,1,a
2264,तहसनहस,0,1,a
2265,ताकझांक,0,1,a
2266,तानाशाह,0,1,a
2267,ताना,0,1,a
2268,तानामार,0,1,a
2269,ताने,0,1,a
2270,तामसिक,0,1,a
2271,तिरछा,0,1,a
2272,तिरस्कारपूर्ण,0,1,a
2273,तिरस्कारपूर्वक,0,1,a
2274,तिरस्कारी,0,1,a
2275,तिरस्कार,0,1,a
2276,तीक्ष्णतापूर्वक,0,1,a
2277,तीखा,0,1,a
2278,तीखेपन,0,1,a
2279,तुच्छ,0,1,a
2280,तुनकमिजाज,0,1,a
2281,तुली,0,1,a
2282,तूफानी,0,1,a
2283,तृष्णापूर्वक,0,1,a
2284,लोभया,0,1,a
2285,लालच,0,1,a
2286,तोड़ना,0,1,a
2287,तोड़ने,0,1,a
2288,तोड़,0,1,a
2289,तोड़दिया,0,1,a
2290,तोड़फोड़,0,1,a
2291,तोहमत,0,1,a
2292,तोहमतलगाना,0,1,a
2293,त्यागना,0,1,a
2294,त्याग,0,1,a
2295,त्यागदिया,0,1,a
2296,त्रस्तकरना,0,1,a
2297,त्रासदी,0,1,a
2298,त्रिगुट,0,1,a
2299,त्रुटिपूर्ण,0,1,a
2300,त्रुटियों,0,1,a
2301,त्रुटि,0,1,a
2302,थकाऊ,0,1,a
2303,थकाना,0,1,a
2304,थकान,0,1,a
2305,थकावट,0,1,a
2306,थकामारना,0,1,a
2307,थकाहुआ,0,1,a
2308,थप्पड़,0,1,a
2309,थरथरानेवाला,0,1,a
2310,थोपना,0,1,a
2311,दंडनीय,0,1,a
2312,दंडात्मक,0,1,a
2313,दंडितकरना,0,1,a
2314,दंभपूर्ण,0,1,a
2315,दंभ,0,1,a
2316,दखल,0,1,a
2317,दगा,0,1,a
2318,दढ़ता,0,1,a
2319,दबाना,0,1,a
2320,दबाव,0,1,a
2321,दमनकारिता,0,1,a
2322,दमनकारी,0,1,a
2323,दमन,0,1,a
2324,दमपुख़्त,0,1,a
2325,दयनीयता,0,1,a
2326,दयनीय,0,1,a
2327,दयाकरना,0,1,a
2328,दरारें,0,1,a
2329,दरिद्रता,0,1,a
2330,दरिद्र,0,1,a
2331,दर्दनाक,0,1,a
2332,दर्द,0,1,a
2333,दलितव्यक्ति,0,1,a
2334,दलीलों,0,1,a
2335,दलील,0,1,a
2336,दस्तक,0,1,a
2337,दहन,0,1,a
2338,दांतेदार,0,1,a
2339,दागी,0,1,a
2340,दाग,0,1,a
2341,दानव,0,1,a
2342,दारुण,0,1,a
2343,दिखावा,0,1,a
2344,दिलतोड़ने,0,1,a
2345,दिवालिया,0,1,a
2346,दीर्घ,0,1,a
2347,दीवाना,0,1,a
2348,दुःखदायी,0,1,a
2349,दुःखद,0,1,a
2350,दुःखी,0,1,a
2351,दुःख,0,1,a
2352,दुःस्वप्न,0,1,a
2353,दुखद,0,1,a
2354,दुखी,0,1,a
2355,दुख,0,1,a
2356,दुबकना,0,1,a
2357,दुराग्रही,0,1,a
2358,दुराचारी,0,1,a
2359,दुराचार,0,1,a
2360,दुराराध्य,0,1,a
2361,दुराशापूर्वक,0,1,a
2362,दुर्गंधयुक्त,0,1,a
2363,दुर्गम,0,1,a
2364,दुर्घटनाओं,0,1,a
2365,दुर्घटनाग्रस्त,0,1,a
2366,दुर्घटना,0,1,a
2367,दुर्जन,0,1,a
2368,दुर्दशा,0,1,a
2369,दुर्बलता,0,1,a
2370,दुर्बल,0,1,a
2371,दुर्बलकरना,0,1,a
2372,दुर्बोध,0,1,a
2373,दुर्भाग्य,0,1,a
2374,दुर्भावनापूर्ण,0,1,a
2375,दुर्भावना,0,1,a
2376,दुर्लक्षणद्वारा,0,1,a
2377,दुर्वह,0,1,a
2378,दुविधा,0,1,a
2379,दुश्मनी,0,1,a
2380,दुश्मनों,0,1,a
2381,दुश्मन,0,1,a
2382,दुष्टतापूर्वक,0,1,a
2383,दुष्टता,0,1,a
2384,दुष्टातापुर्वक,0,1,a
2385,दुष्टों,0,1,a
2386,दुष्ट,0,1,a
2387,दुष्प्रचार,0,1,a
2388,दुस्साहसी,0,1,a
2389,दुस्साहस,0,1,a
2390,दु: खद,0,1,a
2391,दु: खी,0,1,a
2392,दु: ख,0,1,a
2393,दूषण,0,1,a
2394,दूषित,0,1,a
2395,दूष्टिकरना,0,1,a
2396,दृष्टिमांद्य,0,1,a
2397,देयता,0,1,a
2398,देरी,0,1,a
2399,देशद्रोही,0,1,a
2400,देशद्रोह,0,1,a
2401,दोमुंहा,0,1,a
2402,दोषपूर्ण,0,1,a
2403,दोषारोपण,0,1,a
2404,दोषी,0,1,a
2405,दोष,0,1,a
2406,दोहराव,0,1,a
2407,दोचेहरे,0,1,a
2408,द्रोहपूरवक,0,1,a
2409,नमकहरामी,0,1,a
2410,द्रोही,0,1,a
2411,द्वीपीय,0,1,a
2412,द्वेषजनक,0,1,a
2413,द्वेषपूर्ण,0,1,a
2414,द्वेषपूर्वक,0,1,a
2415,धँसा,0,1,a
2416,धक्कों,0,1,a
2417,धड़कते,0,1,a
2418,धड़कन,0,1,a
2419,धब्बा,0,1,a
2420,धमकाना,0,1,a
2421,धमकाने,0,1,a
2422,धीमा,0,1,a
2423,धीमी,0,1,a
2424,भड़काना,0,1,a
2425,सुलगनेवालीआग,0,1,a
2426,धुँधली,0,1,a
2427,धुंधला,0,1,a
2428,धुंध,0,1,a
2429,धुआं,0,1,a
2430,धुएं,0,1,a
2431,धूर्त,0,1,a
2432,धूल,0,1,a
2433,धृष्टता,0,1,a
2434,धृष्ट,0,1,a
2435,धोके,0,1,a
2436,धोखा,0,1,a
2437,धोखादिया,0,1,a
2438,धोखादेना,0,1,a
2439,धोखेबाज़,0,1,a
2440,धोखेबाज,0,1,a
2441,ध्यानभंग,0,1,a
2442,ध्वंसकारी,0,1,a
2443,नकचढ़ापन,0,1,a
2444,नकचढ़ा,0,1,a
2445,नकली,0,1,a
2446,नकारना,0,1,a
2447,नकारात्मकता,0,1,a
2448,नकारात्मक,0,1,a
2449,नगण्य,0,1,a
2450,नटखट,0,1,a
2451,नन्हा,0,1,a
2452,नपुंसक,0,1,a
2453,नफरत,0,1,a
2454,नमकहराम,0,1,a
2455,नम,0,1,a
2456,नरक,0,1,a
2457,नरभक्षक,0,1,a
2458,नरसंहार,0,1,a
2459,नशेड़ी,0,1,a
2460,नष्ट,0,1,a
2461,नष्टकरना,0,1,a
2462,नाकाबन्दी,0,1,a
2463,नाकामयाबी,0,1,a
2464,नागवारी,0,1,a
2465,नागवार,0,1,a
2466,नाजायज,0,1,a
2467,नाजुकमिज़ाजी,0,1,a
2468,नादुस्र्स्ती,0,1,a
2469,नापसंदगी,0,1,a
2470,नापसंद,0,1,a
2471,नामंजूरी,0,1,a
2472,नायाब,0,1,a
2473,नाराजगी,0,1,a
2474,नाराज़,0,1,a
2475,नालायकी,0,1,a
