,level_0,index,LIST_OF_WORDS,POS,NEG
1893,1893,596.0,कष्टप्रद,0,1
1894,1894,597.0,कष्ट,0,1
1895,1895,598.0,कसक,0,1
1896,1896,599.0,कसाईखाना,0,1
1897,1897,600.0,कसाई,0,1
1898,1898,601.0,कसूरवार,0,1
1899,1899,602.0,क़ुलफ़ी,0,1
1900,1900,603.0,कांटेदार,0,1
1901,1901,604.0,कांपना,0,1
1902,1902,605.0,काउंटर ,0,1
1903,1903,606.0,काटकर,0,1
1904,1904,607.0,काटना,0,1
1905,1905,608.0,काटू,0,1
1906,1906,609.0,काट,0,1
1907,1907,610.0,कातनेवाली,0,1
1908,1908,611.0,कातिल,0,1
1909,1909,612.0,काप,0,1
1910,1910,613.0,काफिरों,0,1
1911,1911,614.0,कामचोर ,0,1
1913,1913,616.0,बेकार ,0,1
1915,1915,618.0,कायरतापूर्वक,0,1
1916,1916,619.0,कायरता,0,1
1917,1917,620.0,कायर,0,1
1918,1918,621.0,कारावास,0,1
1919,1919,622.0,कालकोठरी,0,1
1920,1920,623.0,कालापव्यय,0,1
1921,1921,624.0,काल,0,1
1924,1924,627.0,खंडन ,0,1
1925,1925,628.0,दुरुपयोग,0,1
1926,1926,629.0,बलिदान,0,1
1927,1927,630.0,किरकिरा,0,1
1928,1928,631.0,कीचड़,0,1
1929,1929,632.0,कीड़े,0,1
1930,1930,633.0,कील,0,1
1932,1932,635.0,धमकी ,0,1
1933,1933,636.0,निंदाकरता ,0,1
1934,1934,637.0,निंदाकरना ,0,1
1935,1935,638.0,शिकायत,0,1
1936,1936,639.0,कुंठाओं,0,1
1937,1937,640.0,कुंठा,0,1
1938,1938,641.0,कुंठित,0,1
1939,1939,642.0,कुंद,0,1
1940,1940,643.0,कुख्यात,0,1
1941,1941,644.0,कुचलना,0,1
1942,1942,645.0,कुचल,0,1
1943,1943,646.0,कुटिल,0,1
1944,1944,647.0,कुड़कुड़ाना,0,1
1945,1945,648.0,कुत्सित,0,1
1946,1946,649.0,कुदाल,0,1
1947,1947,650.0,कुपित,0,1
1948,1948,651.0,कुप्रबन्ध ,0,1
1949,1949,652.0,कुमार्ग ,0,1
1950,1950,653.0,कुरता,0,1
1951,1951,654.0,कुरूपता,0,1
1952,1952,655.0,कुरूप,0,1
1953,1953,656.0,कुलबुलाहट,0,1
1954,1954,657.0,कृतघ्न,0,1
1955,1955,658.0,कृतघ्नव्यक्ति,0,1
1956,1956,659.0,कृतध्नता,0,1
1957,1957,660.0,दुर्व्यवहार,0,1
1958,1958,661.0,कैंसर,0,1
1959,1959,662.0,कैदकरना,0,1
1960,1960,663.0,कोड़ेसेमारना,0,1
1961,1961,664.0,कोमलता,0,1
1962,1962,665.0,कोलाहलमय,0,1
1963,1963,666.0,कोलाहल,0,1
1964,1964,667.0,कोसना,0,1
1965,1965,668.0,कोसने,0,1
1966,1966,669.0,खारिज,0,1
1967,1967,670.0,गुमराह,0,1
1968,1968,671.0,चकनाचूर,0,1
1969,1969,672.0,चुनौती ,0,1
1970,1970,673.0,चोट ,0,1
1971,1971,674.0,ठेसपहुंचाना,0,1
1972,1972,675.0,दबाने,0,1
1973,1973,676.0,नजरअंदाज,0,1
1974,1974,677.0,बर्बाद ,0,1
1975,1975,678.0,शरणदेने,0,1
1976,1976,679.0,हतोत्साहित,0,1
1977,1977,680.0,कौड़ेमारना,0,1
1978,1978,681.0,क्रमशून्य,0,1
1979,1979,682.0,क्रुद्ध,0,1
1980,1980,683.0,क्रुद्धकरना,0,1
1981,1981,684.0,क्रुद्धकरनेवाला,0,1
1982,1982,685.0,क्रूरताओं,0,1
1983,1983,686.0,क्रूरतापूर्ण,0,1
1984,1984,687.0,क्रूरता,0,1
1985,1985,688.0,क्रूर,0,1
1986,1986,689.0,क्रोधित,0,1
1987,1987,690.0,क्रोधी,0,1
1988,1988,691.0,क्रोध,0,1
1989,1989,692.0,क्लांत,0,1
1990,1990,693.0,क्लिष्ट,0,1
1991,1991,694.0,क्वथन,0,1
1992,1992,695.0,क्षणभंगुर,0,1
1993,1993,696.0,क्षतिग्रस्त,0,1
1994,1994,697.0,क्षति,0,1
1995,1995,698.0,क्षत,0,1
1996,1996,699.0,क्षय,0,1
1997,1997,700.0,क्षरण,0,1
1998,1998,701.0,क्षीणतापूर्वक,0,1
1999,1999,702.0,क्षीण,0,1
2000,2000,703.0,क्षुद्र,0,1
2001,2001,704.0,क्षुब्ध,0,1
2002,2002,705.0,खंडन,0,1
2004,2004,707.0,खंडहर,0,1
2005,2005,708.0,खंडहरवाला,0,1
2006,2006,709.0,खंडित,0,1
2007,2007,710.0,खट्टा,0,1
2008,2008,711.0,खट्टेपन ,0,1
2009,2009,712.0,खड़खड़,0,1
2010,2010,713.0,खड़ी,0,1
2011,2011,714.0,खड़े,0,1
2012,2012,715.0,खतरनाक,0,1
2013,2013,716.0,खतरा,0,1
2014,2014,717.0,खतरों,0,1
2015,2015,718.0,खदबदा,0,1
2016,2016,719.0,खदेड़ना,0,1
2017,2017,720.0,खदेड़ने,0,1
2018,2018,721.0,खदेड़ा ,0,1
2019,2019,722.0,खराब,0,1
2020,2020,723.0,खराबहो,0,1
2021,2021,724.0,खरोंच,0,1
2022,2022,725.0,खलबली,0,1
2023,2023,726.0,खलाना,0,1
2024,2024,727.0,खसोटना,0,1
2025,2025,728.0,ख़तरा,0,1
2026,2026,729.0,ख़तरेमेंडालना,0,1
2027,2027,730.0,ख़फ़ा,0,1
2028,2028,731.0,ख़राब,0,1
2029,2029,732.0,ख़राबकरना,0,1
2030,2030,733.0,ख़लबली ,0,1
2031,2031,734.0,ख़ारिज ,0,1
2032,2032,735.0,ख़ुदग़रज़ी,0,1
2033,2033,736.0,खामियों,0,1
2034,2034,737.0,खिजाते ,0,1
2035,2035,738.0,खिजाना,0,1
2036,2036,739.0,खिजाने ,0,1
2037,2037,740.0,खिझाते ,0,1
2038,2038,741.0,खिन्नता,0,1
2039,2039,742.0,खिन्न,0,1
2040,2040,743.0,खिलवाड़,0,1
2041,2041,744.0,खिल्लीउड़ाते,0,1
2042,2042,745.0,खिल्ली ,0,1
2043,2043,746.0,खींचना,0,1
2044,2044,747.0,खींचें,0,1
2045,2045,748.0,खीझाना,0,1
2046,2046,749.0,खुजली,0,1
2047,2047,750.0,खुरखुरा,0,1
2048,2048,751.0,खुरचना,0,1
2049,2049,752.0,खुलेपन,0,1
2050,2050,753.0,खूनबहना,0,1
2051,2051,754.0,खूबजोरसेपीटना,0,1
2052,2052,755.0,खेदजनक,0,1
2053,2053,756.0,खेदजनक ,0,1
2054,2054,757.0,खेदपूर्वक,0,1
2055,2055,758.0,खेदशून्य,0,1
2056,2056,759.0,खेद,0,1
2057,2057,760.0,खेदव्यक्त,0,1
2058,2058,761.0,खोखला,0,1
2059,2059,762.0,खोना,0,1
2060,2060,763.0,खोया,0,1
2061,2061,764.0,खोदेता ,0,1
2062,2062,765.0,खौलाना,0,1
2063,2063,766.0,गंदगी,0,1
2064,2064,767.0,गंदा,0,1
2065,2065,768.0,गंदाकरना,0,1
2066,2066,769.0,गंदे,0,1
2067,2067,770.0,गंधक,0,1
2068,2068,771.0,गंध,0,1
2069,2069,772.0,गंभीरता,0,1
2070,2070,773.0,गंभीर,0,1
2071,2071,774.0,गंवाना,0,1
2072,2072,775.0,गंवार,0,1
2073,2073,776.0,गगनभेदी,0,1
2074,2074,777.0,गटर,0,1
2075,2075,778.0,गड़बड़ियों,0,1
2076,2076,779.0,गड़बड़,0,1
2077,2077,780.0,गड्ढा,0,1
2078,2078,781.0,गढ़ना,0,1
2079,2079,782.0,गढ़ा,0,1
2080,2080,783.0,गतिरोघक,0,1
2081,2081,784.0,गतिरोध,0,1
2082,2082,785.0,गद्दारों,0,1
2083,2083,786.0,गपशप,0,1
2084,2084,787.0,गप्पी,0,1
2085,2085,788.0,गप्प,0,1
2086,2086,789.0,गमगीन,0,1
2087,2087,790.0,गरज,0,1
2088,2088,791.0,गरीब,0,1
2089,2089,792.0,गर्भपात,0,1
2090,2090,793.0,गर्वित,0,1
2091,2091,794.0,घमंड,0,1
2092,2092,795.0,गलतफहमी,0,1
2093,2093,796.0,गलतियों,0,1
2094,2094,797.0,गलती,0,1
2095,2095,798.0,गलत,0,1
2096,2096,799.0,गलततरीके ,0,1
2097,2097,800.0,गलतधारणाओं,0,1
2098,2098,801.0,गलतरूप ,0,1
2099,2099,802.0,गलतसमझना,0,1
2100,2100,803.0,गलत समझा,0,1
2101,2101,804.0,गलाना,0,1
2102,2102,805.0,गलाघोंटकर,0,1
2103,2103,806.0,गलाघोंटना,0,1
2105,2105,808.0,ग़मगीन,0,1
2106,2106,809.0,ग़लतफ़हमी,0,1
2107,2107,810.0,ग़लती ,0,1
2108,2108,811.0,ग़लतीहोना,0,1
2109,2109,812.0,ग़लत,0,1
2110,2110,813.0,ग़लतबयान,0,1
2111,2111,814.0,ग़लतव्याख्या,0,1
2112,2112,815.0,ग़ुस्से ,0,1
2113,2113,816.0,गाँठदार,0,1
2114,2114,817.0,गालियाँ,0,1
2115,2115,818.0,गालियां ,0,1
2116,2116,819.0,गाली,0,1
2117,2117,820.0,गालीगलौज,0,1
2118,2118,821.0,गिरता,0,1
2119,2119,822.0,गिरना,0,1
2120,2120,823.0,गिरने,0,1
2121,2121,824.0,गिरह,0,1
2122,2122,825.0,गिरावट,0,1
2123,2123,826.0,गिरा,0,1
2124,2124,827.0,गिरगया,0,1
2125,2125,828.0,गुंजन,0,1
2126,2126,829.0,गुंडा,0,1
2127,2127,830.0,गुट,0,1
2128,2128,831.0,गुत्थी,0,1
2129,2129,832.0,गुनगुना,0,1
2130,2130,833.0,गुप्त,0,1
2131,2131,834.0,गुफा,0,1
2133,2133,836.0,गुर्राना,0,1
2134,2134,837.0,गुस्ताख़ी,0,1
2135,2135,838.0,गुस्ताख,0,1
2136,2136,839.0,गुस्सा,0,1
2137,2137,840.0,गुस्सादिलाना,0,1
2138,2138,841.0,गुस्से ,0,1
2139,2139,842.0,गूंज,0,1
2140,2140,843.0,गैरविश्वास,0,1
2141,2141,844.0,गै़रजिम्मेदारी ,0,1
2142,2142,845.0,गोलमाल,0,1
2143,2143,846.0,ग्रन्थिल,0,1
2144,2144,847.0,ग्रस्त,0,1
2145,2145,848.0,ग्लानि ,0,1
2146,2146,849.0,घटती,0,1
2147,2147,850.0,घटाना,0,1
2148,2148,851.0,घटिया,0,1
2149,2149,852.0,घना,0,1
2150,2150,853.0,घपला,0,1
2151,2151,854.0,घबड़ाना,0,1
2152,2152,855.0,घबड़ाया ,0,1
2153,2153,856.0,घबड़ा ,0,1
2154,2154,857.0,घबराना,0,1
2155,2155,858.0,घबराया ,0,1
2156,2156,859.0,घबराहट,0,1
2157,2157,860.0,घबरा,0,1
2158,2158,861.0,घमंडी,0,1
2160,2160,863.0,घमंड ,0,1
2161,2161,864.0,घर्षण,0,1
2162,2162,865.0,घसीटा,0,1
2163,2163,866.0,घातक,0,1
2164,2164,867.0,घात,0,1
2165,2165,868.0,घायल,0,1
2166,2166,869.0,घाव,0,1
2167,2167,870.0,घिनोनापन,0,1
2168,2168,871.0,घिनौना,0,1
2169,2169,872.0,घुड़कना,0,1
2170,2170,873.0,घुसपैठिया,0,1
2171,2171,874.0,घुसपैठियों,0,1
2172,2172,875.0,घुसपैठ,0,1
2173,2173,876.0,घूमना,0,1
2174,2174,877.0,घूरते,0,1
2175,2175,878.0,घृणात्मक ,0,1
2176,2176,879.0,घृणामयता,0,1
2177,2177,880.0,घृणास्पद,0,1
2178,2178,881.0,घृणा,0,1
2179,2179,882.0,घृणित,0,1
2180,2180,883.0,घृणोत्पादकता,0,1
2181,2181,884.0,घेरना,0,1
2182,2182,885.0,घेराबंदी,0,1
2183,2183,886.0,घेरलेना,0,1
2184,2184,887.0,घोटाला,0,1
2185,2185,888.0,घोटाले,0,1
2186,2186,889.0,घोटालों,0,1
2187,2187,890.0,घोलनेवाला,0,1
2188,2188,891.0,चकमा,0,1
2189,2189,892.0,चक्कर,0,1
2190,2190,893.0,चरचरानेवाला,0,1
2191,2191,894.0,चरमराहट,0,1
2192,2192,895.0,चरमहराहट,0,1
2193,2193,896.0,चर्चा हुई,0,1
2194,2194,897.0,चाकू,0,1
2195,2195,898.0,चाटूकारी,0,1
2196,2196,899.0,चापलूसी,0,1
2197,2197,900.0,चारपाई,0,1
2198,2198,901.0,चालबाज़ियों,0,1
2199,2199,902.0,चिंताओं,0,1
2200,2200,903.0,चिंताजनक,0,1
2201,2201,904.0,चिंताप्रद,0,1
2202,2202,905.0,चिंता,0,1
2203,2203,906.0,चिंतित,0,1
2204,2204,907.0,चिकनाई ,0,1
2206,2206,909.0,चिड़चिड़पन ,0,1
2207,2207,910.0,चिड़चिड़ा,0,1
2208,2208,911.0,चिढ़ाते ,0,1
2209,2209,912.0,चिढ़ाना,0,1
2210,2210,913.0,चिपचिपा,0,1
2211,2211,914.0,चिल्लाहट,0,1
2212,2212,915.0,चिल्ला,0,1
2213,2213,916.0,चीखते ,0,1
2214,2214,917.0,चीख़,0,1
2215,2215,918.0,चीरना,0,1
2216,2216,919.0,चीर,0,1
2217,2217,920.0,चुंगी,0,1
2218,2218,921.0,चुगली,0,1
2219,2219,922.0,चुगली ,0,1
2220,2220,923.0,चुटकी,0,1
2221,2221,924.0,चुड़ैल,0,1
2222,2222,925.0,चुनौतीपूर्ण,0,1
2223,2223,926.0,चुभता,0,1
2224,2224,927.0,चुभने,0,1
2225,2225,928.0,चुभन,0,1
2226,2226,929.0,चुराना,0,1
2227,2227,930.0,चुराया,0,1
2228,2228,931.0,चूकें,0,1
2229,2229,932.0,चूक,0,1
2230,2230,933.0,चूतड़,0,1
2231,2231,934.0,चूसना,0,1
2232,2232,935.0,चूसा,0,1
2233,2233,936.0,चेतावनी,0,1
2234,2234,937.0,चोट,0,1
2235,2235,938.0,चोरी,0,1
2236,2236,939.0,चौंक,0,1
2237,2237,940.0,छलकपट ,0,1
2238,2238,941.0,छली,0,1
2239,2239,942.0,छल,0,1
2240,2240,943.0,छाला,0,1
2241,2241,944.0,छिटपुट,0,1
2242,2242,945.0,छितरानेवाला,0,1
2243,2243,946.0,छिपकर ,0,1
2244,2244,947.0,छिप,0,1
2245,2245,948.0,छींटे,0,1
2246,2246,949.0,छेड़छाड़,0,1
2247,2247,950.0,छेड़ना,0,1
2248,2248,951.0,छेद,0,1
2249,2249,952.0,छोटा,0,1
2250,2250,953.0,छोड़ना,0,1
2251,2251,954.0,जंगली,0,1
2252,2252,955.0,जंगी,0,1
2253,2253,956.0,जंग,0,1
2254,2254,957.0,जख्म,0,1
2255,2255,958.0,जघन्य,0,1
2256,2256,959.0,जटिलता,0,1
2257,2257,960.0,जटिल,0,1
2258,2258,961.0,जड़मति,0,1
2259,2259,962.0,जड़वत,0,1
2260,2260,963.0,जड़सेउखाड़ना,0,1
2261,2261,964.0,जमाव,0,1
2262,2262,965.0,जमेहुए,0,1
2263,2263,966.0,जराग्रस्त,0,1
2264,2264,967.0,जर्जर,0,1
2265,2265,968.0,जर्द,0,1
2266,2266,969.0,जलन,0,1
2267,2267,970.0,जलातेहुए,0,1
2268,2268,971.0,जलाना,0,1
2269,2269,972.0,जलादिया,0,1
2270,2270,973.0,जल्दी,0,1
2271,2271,974.0,जहरीला,0,1
2272,2272,975.0,जहरीलेपन ,0,1
2273,2273,976.0,जहर,0,1
2274,2274,977.0,ज़ंगखाया,0,1
2275,2275,978.0,ज़ख़मी ,0,1
2276,2276,979.0,ज़बरदस्त,0,1
2277,2277,980.0,ज़िद,0,1
2278,2278,981.0,जातिवाद,0,1
2279,2279,982.0,जाला,0,1
2280,2280,983.0,जालिम,0,1
2281,2281,984.0,जाल,0,1
2282,2282,985.0,जिद्दी,0,1
2283,2283,986.0,जिदकरना,0,1
2284,2284,987.0,जीर्णशीर्ण,0,1
2285,2285,988.0,जुनूनी,0,1
2287,2287,990.0,जेल,0,1
2288,2288,991.0,जोखिम,0,1
2289,2289,992.0,झंकार,0,1
2290,2290,993.0,झंझट,0,1
2291,2291,994.0,झक्की,0,1
2292,2292,995.0,झगड़ना,0,1
2293,2293,996.0,झगड़ालूपन,0,1
2294,2294,997.0,झगड़ालू,0,1
2295,2295,998.0,झगड़ा,0,1
2296,2296,999.0,झगड़े,0,1
2297,2297,1000.0,झटका,0,1
2298,2298,1001.0,झटकेदार,0,1
2299,2299,1002.0,झल्लाहट,0,1
2300,2300,1003.0,झल्ला,0,1
2301,2301,1004.0,झिड़कना,0,1
2302,2302,1005.0,झिड़कीदेना,0,1
2303,2303,1006.0,झिलमिलाहट,0,1
2304,2304,1007.0,झुंझलाहट,0,1
2305,2305,1008.0,झुकाहुआ,0,1
2306,2306,1009.0,झुठलाना,0,1
2307,2307,1010.0,झुठा,0,1
2309,2309,1012.0,झुनझुने,0,1
2310,2310,1013.0,झुरना,0,1
2311,2311,1014.0,झुर्रियाँ,0,1
2312,2312,1015.0,झुर्रियों,0,1
2313,2313,1016.0,झुलसानेवाला,0,1
2314,2314,1017.0,झूठमूठ,0,1
2315,2315,1018.0,झूठा,0,1
2316,2316,1019.0,झूठाआपेक्ष,0,1
2317,2317,1020.0,झूठे,0,1
2318,2318,1021.0,झूठ,0,1
2319,2319,1022.0,झूठकरनेवाला,0,1
2320,2320,1023.0,झूठबोलना,0,1
2321,2321,1024.0,झूठबोला,0,1
2322,2322,1025.0,टंटा,0,1
2323,2323,1026.0,टकराना,0,1
2324,2324,1027.0,टकराव,0,1
2325,2325,1028.0,टक्कर,0,1
2326,2326,1029.0,टटोलना,0,1
2327,2327,1030.0,टपकाव ,0,1
2328,2328,1031.0,टाउट,0,1
2329,2329,1032.0,टिका,0,1
2330,2330,1033.0,टुकड़ेटुकड़ेकरना,0,1
2331,2331,1034.0,टूटता,0,1
2332,2332,1035.0,टूटना,0,1
2333,2333,1036.0,टूटा,0,1
2334,2334,1037.0,टूटादिल,0,1
2335,2335,1038.0,टूटाफूटा,0,1
2336,2336,1039.0,टूटजाना,0,1
2337,2337,1040.0,टैंक,0,1
2338,2338,1041.0,टोल,0,1
2339,2339,1042.0,ठगना,0,1
2340,2340,1043.0,ठगी,0,1
2341,2341,1044.0,ठहराव,0,1
2342,2342,1045.0,ठुकराना,0,1
2343,2343,1046.0,ठोकर,0,1
2344,2344,1047.0,ठोकरखाई,0,1
2345,2345,1048.0,डकैत,0,1
2346,2346,1049.0,डरपोक,0,1
2347,2347,1050.0,डराना,0,1
2348,2348,1051.0,डरावना,0,1
2349,2349,1052.0,डरावनी,0,1
2350,2350,1053.0,डर,0,1
2351,2351,1054.0,डांटा,0,1
2352,2352,1055.0,डांट,0,1
2353,2353,1056.0,डाह,0,1
2354,2354,1057.0,डिमागधोना,0,1
2355,2355,1058.0,डींगवाला,0,1
2356,2356,1059.0,डींगहांकनेवाला,0,1
2357,2357,1060.0,डूबता ,0,1
2358,2358,1061.0,डूबा,0,1
2359,2359,1062.0,डूब,0,1
2360,2360,1063.0,डॉटना,0,1
2361,2361,1064.0,ड्रॉपआउट,0,1
2362,2362,1065.0,बहिष्कार,0,1
2363,2363,1066.0,ढलते,0,1
2364,2364,1067.0,ढलान,0,1
2365,2365,1068.0,ढहते,0,1
2366,2366,1069.0,ढहजाना,0,1
2367,2367,1070.0,ढांकना,0,1
2368,2368,1071.0,ढिलाई ,0,1
2369,2369,1072.0,ढीठपन,0,1
2370,2370,1073.0,ढीलाता,0,1
2371,2371,1074.0,ढीला,0,1
2372,2372,1075.0,ढेर,0,1
2373,2373,1076.0,ढेलेदार,0,1
2374,2374,1077.0,ढोंगी,0,1
2375,2375,1078.0,ढोंगकरना,0,1
2376,2376,1079.0,तंग,0,1
2377,2377,1080.0,तकरार,0,1
2378,2378,1081.0,तड़पना,0,1
2379,2379,1082.0,तड़पाना,0,1
2380,2380,1083.0,तड़पा,0,1
2381,2381,1084.0,तनावपूर्ण,0,1
2382,2382,1085.0,तनाव,0,1
2383,2383,1086.0,तबदीली,0,1
2384,2384,1087.0,तबाही,0,1
2385,2385,1088.0,तबाह,0,1
2386,2386,1089.0,तरसते ,0,1
2387,2387,1090.0,तर्कहीनता,0,1
2388,2388,1091.0,तर्कहीन,0,1
2389,2389,1092.0,तलाहुआ,0,1
2390,2390,1093.0,तहसनहस,0,1
2391,2391,1094.0,ताकझांक ,0,1
2393,2393,1096.0,तानाशाह,0,1
2394,2394,1097.0,ताना,0,1
2395,2395,1098.0,तानामार,0,1
2396,2396,1099.0,ताने,0,1
2397,2397,1100.0,तामसिक,0,1
2398,2398,1101.0,तिरछा,0,1
2399,2399,1102.0,तिरस्कारपूर्ण,0,1
2400,2400,1103.0,तिरस्कारपूर्वक,0,1
2401,2401,1104.0,तिरस्कारी,0,1
2402,2402,1105.0,तिरस्कार,0,1
2403,2403,1106.0,तीक्ष्णतापूर्वक,0,1
2404,2404,1107.0,तीखा,0,1
2405,2405,1108.0,तीखेपन ,0,1
2406,2406,1109.0,तीव्रता,0,1
2408,2408,1111.0,तुच्छ,0,1
2409,2409,1112.0,तुनकमिजाज,0,1
2410,2410,1113.0,तुली,0,1
2411,2411,1114.0,तूफानी,0,1
2412,2412,1115.0,तृष्णापूर्वक,0,1
2413,2413,1116.0,लोभया ,0,1
2414,2414,1117.0,लालच ,0,1
2415,2415,1118.0,तोड़ना,0,1
2416,2416,1119.0,तोड़ने,0,1
2417,2417,1120.0,तोड़,0,1
2418,2418,1121.0,तोड़दिया,0,1
2419,2419,1122.0,तोड़फोड़,0,1
2420,2420,1123.0,तोहमत,0,1
2421,2421,1124.0,तोहमतलगाना,0,1
2422,2422,1125.0,त्यागना,0,1
2423,2423,1126.0,त्याग,0,1
2424,2424,1127.0,त्यागदिया,0,1
2425,2425,1128.0,त्रस्तकरना,0,1
2426,2426,1129.0,त्रासदी,0,1
2427,2427,1130.0,त्रिगुट,0,1
2428,2428,1131.0,त्रुटिपूर्ण,0,1
2429,2429,1132.0,त्रुटियों,0,1
2430,2430,1133.0,त्रुटि,0,1
2431,2431,1134.0,थकाऊ,0,1
2432,2432,1135.0,थकाना,0,1
2433,2433,1136.0,थकान,0,1
2434,2434,1137.0,थकावट,0,1
2435,2435,1138.0,थकामारना,0,1
2436,2436,1139.0,थकाहुआ,0,1
2437,2437,1140.0,थप्पड़,0,1
2438,2438,1141.0,थरथरानेवाला,0,1
2439,2439,1142.0,थोपना,0,1
2440,2440,1143.0,दंडनीय,0,1
2441,2441,1144.0,दंडात्मक,0,1
2442,2442,1145.0,दंडितकरना,0,1
2443,2443,1146.0,दंभपूर्ण,0,1
2444,2444,1147.0,दंभ,0,1
2445,2445,1148.0,दखल ,0,1
2446,2446,1149.0,दगा,0,1
2447,2447,1150.0,दढ़ता,0,1
2448,2448,1151.0,दबाना,0,1
2449,2449,1152.0,दबाव,0,1
2450,2450,1153.0,दमनकारिता,0,1
2451,2451,1154.0,दमनकारी,0,1
2452,2452,1155.0,दमन,0,1
2453,2453,1156.0,दमन ,0,1
2454,2454,1157.0,दमपुख़्त,0,1
2455,2455,1158.0,दयनीयता ,0,1
2456,2456,1159.0,दयनीय,0,1
2458,2458,1161.0,दयाकरना,0,1
2459,2459,1162.0,दरारें,0,1
2461,2461,1164.0,दरिद्रता,0,1
2462,2462,1165.0,दरिद्र,0,1
2463,2463,1166.0,दर्दनाक,0,1
2464,2464,1167.0,दर्द,0,1
2465,2465,1168.0,दलितव्यक्ति,0,1
2466,2466,1169.0,दलीलों,0,1
2467,2467,1170.0,दलील,0,1
2468,2468,1171.0,दस्तक,0,1
2469,2469,1172.0,दहन,0,1
2470,2470,1173.0,दांतेदार,0,1
2471,2471,1174.0,दागी,0,1
2472,2472,1175.0,दाग,0,1
2473,2473,1176.0,दानव,0,1
2474,2474,1177.0,दारुण,0,1
2475,2475,1178.0,दिखावा,0,1
2476,2476,1179.0,दिलतोड़ने,0,1
2477,2477,1180.0,दिवालिया,0,1
2478,2478,1181.0,दीर्घ,0,1
2479,2479,1182.0,दीवाना,0,1
2480,2480,1183.0,दुःखदायी,0,1
2481,2481,1184.0,दुःखद,0,1
2482,2482,1185.0,दुःखी,0,1
2483,2483,1186.0,दुःख,0,1
2484,2484,1187.0,दुःस्वप्न,0,1
2485,2485,1188.0,दुखद,0,1
2486,2486,1189.0,दुखी,0,1
2487,2487,1190.0,दुख,0,1
2488,2488,1191.0,दुबकना,0,1
2490,2490,1193.0,दुराग्रही,0,1
2491,2491,1194.0,दुराचारी,0,1
2492,2492,1195.0,दुराचार,0,1
2493,2493,1196.0,दुराराध्य,0,1
2494,2494,1197.0,दुराशापूर्वक,0,1
2495,2495,1198.0,दुर्गंधयुक्त,0,1
2496,2496,1199.0,दुर्गम,0,1
2497,2497,1200.0,दुर्घटनाओं,0,1
2498,2498,1201.0,दुर्घटनाग्रस्त ,0,1
2499,2499,1202.0,दुर्घटना,0,1
2500,2500,1203.0,दुर्जन,0,1
2501,2501,1204.0,दुर्दशा,0,1
2502,2502,1205.0,दुर्बलता,0,1
2503,2503,1206.0,दुर्बल,0,1
2504,2504,1207.0,दुर्बलकरना,0,1
2505,2505,1208.0,दुर्बोध,0,1
2506,2506,1209.0,दुर्भाग्य,0,1
2507,2507,1210.0,दुर्भाग्य ,0,1
2508,2508,1211.0,दुर्भावनापूर्ण,0,1
2509,2509,1212.0,दुर्भावना ,0,1
2510,2510,1213.0,दुर्लक्षणद्वारा,0,1
2511,2511,1214.0,दुर्वह,0,1
2513,2513,1216.0,दुविधा,0,1
2514,2514,1217.0,दुविधा ,0,1
2515,2515,1218.0,दुश्मनी,0,1
2516,2516,1219.0,दुश्मनों,0,1
2517,2517,1220.0,दुश्मन,0,1
2518,2518,1221.0,दुष्टतापूर्वक,0,1
2519,2519,1222.0,दुष्टता,0,1
2520,2520,1223.0,दुष्टातापुर्वक,0,1
2521,2521,1224.0,दुष्टों,0,1
2522,2522,1225.0,दुष्ट,0,1
2523,2523,1226.0,दुष्प्रचार,0,1
2524,2524,1227.0,दुस्साहसी,0,1
2525,2525,1228.0,दुस्साहस,0,1
2526,2526,1229.0,दु: खद,0,1
2527,2527,1230.0,दु: खी,0,1
2528,2528,1231.0,दु: ख,0,1
2529,2529,1232.0,दूषण,0,1
2530,2530,1233.0,दूषित,0,1
2531,2531,1234.0,दूषित ,0,1
2532,2532,1235.0,दूष्टिकरना,0,1
2533,2533,1236.0,दृष्टिमांद्य,0,1
2534,2534,1237.0,देयता,0,1
2535,2535,1238.0,देरी,0,1
2536,2536,1239.0,देशद्रोही,0,1
2537,2537,1240.0,देशद्रोह,0,1
2538,2538,1241.0,दोमुंहा,0,1
2539,2539,1242.0,दोषपूर्ण,0,1
2540,2540,1243.0,दोषारोपण,0,1
2541,2541,1244.0,दोषी,0,1
2542,2542,1245.0,दोष,0,1
2543,2543,1246.0,दोहराव,0,1
2544,2544,1247.0,दोचेहरे,0,1
2545,2545,1248.0,द्रोहपूरवक,0,1
2546,2546,1249.0,नमकहरामी ,0,1
2547,2547,1250.0,द्रोही,0,1
2548,2548,1251.0,द्वीपीय,0,1
2549,2549,1252.0,द्वेषजनक,0,1
2550,2550,1253.0,द्वेषपूर्ण,0,1
2551,2551,1254.0,द्वेषपूर्वक,0,1
2553,2553,1256.0,धँसा,0,1
2554,2554,1257.0,धक्कों,0,1
2555,2555,1258.0,धड़कते,0,1
2556,2556,1259.0,धड़कन,0,1
2557,2557,1260.0,धब्बा,0,1
2558,2558,1261.0,धमकाना,0,1
2559,2559,1262.0,धमकाने,0,1
2560,2560,1263.0,धमकी,0,1
2561,2561,1264.0,धीमा,0,1
2562,2562,1265.0,धीमी,0,1
2563,2563,1266.0,भड़काना,0,1
2564,2564,1267.0,सुलगनेवालीआग,0,1
2565,2565,1268.0,धुँधली,0,1
